RXAtom_AUI,Most_Useful_Source_CODE,Source_Abbreviation,Term_Type_In_Source_TTY,Drug_String,Old_RXConcept_CUI,New_RXConcept_CUI
4623689,N0000184978,NDFRT,FN,"FENTANYL 1200MCG/SPRAY,SUBLINGUAL [VA Product]",1237064,1740007
4623690,N0000184977,NDFRT,AB,FENTANYL 1600MCG/SPRAY SUBLINGUAL,1237068,1740009
4623691,N0000184977,NDFRT,PT,"FENTANYL 1600MCG/SPRAY,SUBLINGUAL",1237068,1740009
4623692,N0000184977,NDFRT,FN,"FENTANYL 1600MCG/SPRAY,SUBLINGUAL [VA Product]",1237068,1740009
4624375,62646-798,MTHSPL,DP,SODIUM CITRATE 10 g in 250 mL INTRAVENOUS SOLUTION [Anticoagulant Sodium Citrate],348408,1743538
4627067,5402,MMSL,BD,"Ropivacaine Hydrochloride, 0.2% injectable solution",1734655,1734205
4647666,0409-7808,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 0.8 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Dopamine Hydrochloride and Dextrose]",1292740,1743870
4647667,0409-7809,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 1.6 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Dopamine Hydrochloride and Dextrose]",1292751,1743878
4647688,63736-410,MTHSPL,DP,Tioconazole 300 mg in 1 g TOPICAL OINTMENT [Tioconazole 1 Day],198380,1597827
4648938,069511,NDDF,CDA,METOCLOPRAMIDE HCL 125 mg/25 mL(5 mg/mL) INJECTION AMPUL (ML),311670,1740919
4648939,069511,NDDF,CDC,METOCLOPRAMIDE HCL 125 mg/25 mL(5 mg/mL) INJECTION AMPUL (ML),311670,1740919
4648940,069511,NDDF,CDD,METOCLOPRAMIDE HCL@125 mg/25 mL(5 mg/mL)@INJECTION@AMPUL (ML),311670,1740919
4650218,55154-3915,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
4650219,55154-3915,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
4651924,55154-3929,MTHSPL,DP,"methylprednisolone acetate 40 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
4651925,55154-3929,MTHSPL,DP,"methylprednisolone acetate 40 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
4651926,55154-3929,MTHSPL,DP,"methylprednisolone acetate 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
4651927,55154-3929,MTHSPL,DP,"methylprednisolone acetate 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
4651928,55154-3932,MTHSPL,DP,"methylprednisolone acetate 80 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
4651929,55154-3932,MTHSPL,DP,"methylprednisolone acetate 80 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
4651930,55154-3932,MTHSPL,DP,"methylprednisolone acetate 80 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
4651931,55154-3932,MTHSPL,DP,"methylprednisolone acetate 80 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
4653519,16729-108,MTHSPL,DP,"MITOMYCIN 20 mg in 40 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",314096,1740900
4653520,16729-115,MTHSPL,DP,"MITOMYCIN 5 mg in 10 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",314096,1740894
4654326,54868-0590,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION",1358610,1743779
4654327,54868-0590,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRASYNOVIAL INJECTION, SUSPENSION",1358610,1743779
4654328,54868-0590,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION",1358610,1743779
4654956,63323-064,MTHSPL,DP,"MAGNESIUM SULFATE HEPTAHYDRATE 500 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Magnesium Sulfate]",1658232,1658222
4654957,63323-064,MTHSPL,DP,"MAGNESIUM SULFATE HEPTAHYDRATE 500 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Magnesium Sulfate]",1658232,1658222
4656298,069694,NDDF,CDA,"EPINEPHRINE HCL IN 0.9 % NACL 8 mg/250 mL (32 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1150987,1742733
4656301,069694,NDDF,CDC,"EPINEPHRINE HCL IN 0.9 % SODIUM CHLORIDE 8 mg/250 mL (32 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1150987,1742733
4656304,069694,NDDF,CDD,"EPINEPHRINE HCL IN 0.9 % SODIUM CHLORIDE@8 mg/250 mL (32 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1150987,1742733
4657520,63323-258,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 2 mL INTRAMUSCULAR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Methylprednisolone Sodium Succinate]",314099,1743704
4657521,63323-258,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 2 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Methylprednisolone Sodium Succinate]",314099,1743704
4662442,0409-2723,MTHSPL,DP,"HEPARIN SODIUM 5000 [USP'U] in 1 mL INTRAVENOUS INJECTION, SOLUTION [Heparin Sodium]",1659265,1670358
4662444,0409-2723,MTHSPL,DP,"HEPARIN SODIUM 5000 [USP'U] in 1 mL SUBCUTANEOUS INJECTION, SOLUTION [Heparin Sodium]",1659265,1670358
4665160,004970,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 1,600 mcg/mL INTRAVEN INFUSION BOTTLE (ML)",1292751,1743878
4665161,004975,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 1,600 mcg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743878
4665162,064606,NDDF,CDC,DOPAMINE HCL/DEXTROSE 5 % IN WATER 200 mg/250 mL (800 mcg/mL) INTRAVEN INFUSION BOTTLE (ML),1292740,1743869
4665163,064577,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 200 mg/250 mL (800 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743869
4665165,064604,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 400 mg/250 mL (1,600 mcg/mL) INTRAVEN INFUSION BOTTLE (ML)",1292751,1743877
4665166,064575,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 400 mg/250 mL (1,600 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743877
4665167,064607,NDDF,CDC,DOPAMINE HCL/DEXTROSE 5 % IN WATER 400 mg/500 mL (800 mcg/mL) INTRAVEN INFUSION BOTTLE (ML),1292740,1743871
4665168,064578,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 400 mg/500 mL (800 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743871
4665170,004969,NDDF,CDC,DOPAMINE HCL/DEXTROSE 5 % IN WATER 800 mcg/mL INTRAVEN INFUSION BOTTLE (ML),1292740,1743870
4665171,004974,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 800 mcg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743870
4665174,064605,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 800 mg/500 mL (1,600 mcg/mL) INTRAVEN INFUSION BOTTLE (ML)",1292751,1743879
4665175,064576,NDDF,CDC,"DOPAMINE HCL/DEXTROSE 5 % IN WATER 800 mg/500 mL (1,600 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743879
4665176,004970,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@1,600 mcg/mL@INTRAVEN@INFUSION BOTTLE (ML)",1292751,1743878
4665177,004975,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@1,600 mcg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292751,1743878
4665178,064606,NDDF,CDD,DOPAMINE HCL/DEXTROSE 5 % IN WATER@200 mg/250 mL (800 mcg/mL)@INTRAVEN@INFUSION BOTTLE (ML),1292740,1743869
4665179,064577,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@200 mg/250 mL (800 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292740,1743869
4665181,064604,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@400 mg/250 mL (1,600 mcg/mL)@INTRAVEN@INFUSION BOTTLE (ML)",1292751,1743877
4665182,064575,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@400 mg/250 mL (1,600 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292751,1743877
4665183,064607,NDDF,CDD,DOPAMINE HCL/DEXTROSE 5 % IN WATER@400 mg/500 mL (800 mcg/mL)@INTRAVEN@INFUSION BOTTLE (ML),1292740,1743871
4665184,064578,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@400 mg/500 mL (800 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292740,1743871
4665186,004969,NDDF,CDD,DOPAMINE HCL/DEXTROSE 5 % IN WATER@800 mcg/mL@INTRAVEN@INFUSION BOTTLE (ML),1292740,1743870
4665187,004974,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@800 mcg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292740,1743870
4665190,064605,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@800 mg/500 mL (1,600 mcg/mL)@INTRAVEN@INFUSION BOTTLE (ML)",1292751,1743879
4665191,064576,NDDF,CDD,"DOPAMINE HCL/DEXTROSE 5 % IN WATER@800 mg/500 mL (1,600 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1292751,1743879
4665263,069005,NDDF,CDC,"EPINEPHRINE HCL/DEXTROSE 5 % IN WATER 8 mg/250 mL (32 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1150987,1742733
4665268,069005,NDDF,CDD,"EPINEPHRINE HCL/DEXTROSE 5 % IN WATER@8 mg/250 mL (32 mcg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)",1150987,1742733
5028233,61703-344,MTHSPL,DP,"FLUDARABINE PHOSPHATE 50 mg in 2 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Fludarabine Phosphate]",310354,1740864
5029941,83633,GS,BD,Methergine 0.2mg/ml Solution for Injection,996830,1740920
5037806,064262,NDDF,CDA,NUT.TX.IMPAIRED DIGEST FXN 14.5 gram-475 kcal/100 gram ORAL POWDER (GRAM),803105,1743750
5041395,0703-7221,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION",283504,1740467
5041397,0703-7221,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
5043048,55150-125,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron]",283504,1740467
5043050,55150-125,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
5045019,29651,GS,CD,"Dopamine Hydrochloride 160mg/100mL, Dextrose 5% Solution for injection",1292751,1743878
5045020,29653,GS,CD,"Dopamine Hydrochloride 200mg/250mL, Dextrose 5% Solution for injection",1292740,1743869
5045021,29655,GS,CD,"Dopamine Hydrochloride 400mg/250mL, Dextrose 5% Solution for injection",1292751,1743877
5045022,29654,GS,CD,"Dopamine Hydrochloride 400mg/500mL, Dextrose 5% Solution for injection",1292740,1743871
5045024,29658,GS,CD,"Dopamine Hydrochloride 800mg/500mL, Dextrose 5% Solution for injection",1292751,1743879
5045025,29657,GS,CD,"Dopamine Hydrochloride 80mg/100mL, Dextrose 5% Solution for injection",1292740,1743870
5045361,29536,GS,CD,"Heparin Sodium (Porcine) 50U/1mL, Dextrose 5% Solution for injection",1659187,1659196
5047434,57826-420,MTHSPL,DP,TRISODIUM CITRATE DIHYDRATE 40 mg in 1 mL EXTRACORPOREAL SOLUTION [Haemonetics Anticoagulant Sodium Citrate],348408,1743538
5048256,11496,GS,MTH_RXN_BD,Solu-Medrol 1g Powder for Injection_#1,207189,1743729
5048328,11339,GS,MTH_RXN_BD,Solu-Medrol 500mg Powder for Injection_#2,207189,1743722
5048511,8874,GS,MTH_RXN_CD,Methylprednisolone Sodium Succinate 1g Powder for solution for injection_#2,105403,1743726
5049229,55150-127,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743547
5049230,55150-127,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743547
5049232,55150-128,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743549
5049233,55150-128,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743549
5049470,11673-585,MTHSPL,DP,ALCOHOL 558 mg in 1 mL TOPICAL GEL [Cinnamon Sugar],581660,1544204
5049489,23155-196,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
5050194,67457-238,MTHSPL,DP,"Fludarabine Phosphate 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",310354,1740865
5050195,67457-268,MTHSPL,DP,"Fludarabine Phosphate 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",310354,1740865
5071928,68516-5215,MTHSPL,DP,"Albumin (Human) 10 g in 50 mL INTRAVENOUS INJECTION, SOLUTION [Albutein]",204112,1742218
5073103,61953-0001,MTHSPL,DP,Albumin (Human) 10 g in 50 mL INTRAVENOUS SOLUTION [Human Albumin Grifols],603574,1741302
5073396,61953-0002,MTHSPL,DP,Albumin (Human) 12.5 g in 50 mL INTRAVENOUS SOLUTION [Human Albumin Grifols],603578,1742226
5074142,5682,MMSL,BD,"Refresh Optive, ophthalmic solution",1100654,1726421
5074294,0064-5010,MTHSPL,DP,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 [arb'U] in 1 g TOPICAL OINTMENT,1149617,309509
5077198,36000-012,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR SOLUTION,283504,1740467
5077200,36000-012,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS SOLUTION,283504,1740467
5081050,55154-9557,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 2 mL INTRAMUSCULAR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Methylprednisolone Sodium Succinate]",314099,1743704
5081051,55154-9557,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 2 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Methylprednisolone Sodium Succinate]",314099,1743704
5081086,65293-373,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION [Ondansetron],283504,1740467
5081088,65293-373,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION [Ondansetron],283504,1740467
5083341,3335,MMSL,BD,"1-Day, 6.5% vaginal ointment w/applicator",1233674,1597827
5083415,3335,MMSL,BD,"Monistat-1 (obsolete), 6.5% vaginal ointment w/applicator",284270,1661176
5083650,55154-2876,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
5083651,55154-2876,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
5083901,84809,GS,CD,Methohexital Sodium 200mg Powder for solution for injection,1244233,1741140
5087179,55154-2877,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
5087180,55154-2877,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
5087356,49349-948,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5462817,0009-3073,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5462818,0009-3073,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5462819,0009-3073,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5462820,0009-3073,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5462821,0009-3475,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
5462822,0009-3475,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
5462823,0009-3475,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
5462824,0009-3475,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
5462856,55154-6976,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron Hydrochloride]",283504,1740467
5462857,55154-6976,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron Hydrochloride]",283504,1740467
5463279,4032262,VANDF,CD,METHOHEXITAL NA 200MG/VIL INJ,1244233,1741140
5463280,4032262,VANDF,AB,METHOHEXITAL SODIUM 200MG/VIL INJ,1244233,1741140
5464029,16729-246,MTHSPL,DP,"MITOMYCIN 5 mg in 10 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",314096,1740894
5464302,16729-247,MTHSPL,DP,"MITOMYCIN 20 mg in 10 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",1422229,1740900
5464303,16729-248,MTHSPL,DP,"MITOMYCIN 40 mg in 10 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",1422230,1740898
5466814,N0000186904,NDFRT,PT,METHOHEXITAL NA 200MG/VIL INJ,1244233,1741140
5466815,N0000186904,NDFRT,FN,METHOHEXITAL NA 200MG/VIL INJ [VA Product],1244233,1741140
5466816,N0000186904,NDFRT,AB,METHOHEXITAL SODIUM 200MG/VIL INJ,1244233,1741140
5467589,0069-1441,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1436569
5467590,55154-4731,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron Hydrochloride]",283504,1740467
5467591,0069-1441,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1436569
5467592,55154-4731,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron Hydrochloride]",283504,1740467
5467941,49738-555,MTHSPL,DP,EUCALYPTOL 0.92 mg in 1 mL / MENTHOL 0.42 mg in 1 mL / METHYL SALICYLATE 0.06 mg in 1 mL / THYMOL 0.064 mg in 1 mL ORAL LIQUID [SMART SENSE CITRUS],1043619,1743723
5469673,28562,MMSL,CD,methohexital 200 mg intravenous powder for injection,1244233,1741140
5472947,52125-334,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron Hydrochloride]",283504,1740467
5474600,0517-2310,MTHSPL,DP,"IRON SUCROSE 20 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Venofer]",284502,1741263
5474601,0517-2325,MTHSPL,DP,"IRON SUCROSE 20 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Venofer]",284502,1741271
5474602,0517-2340,MTHSPL,DP,"IRON SUCROSE 20 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Venofer]",284502,1741268
5475503,54569-1555,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
5475504,54569-1555,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
5475765,81504,GS,CD,"Saccharomyces boulardii 250mg, Lactose 33mg Oral capsule",1246694,1743280
5477043,52125-574,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
5477132,49230-530,MTHSPL,DP,"IRON SUCROSE 20 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Venofer]",284502,1741271
5477133,49230-534,MTHSPL,DP,"IRON SUCROSE 20 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Venofer]",284502,1741268
5477797,C02AC,ATC,PT,Imidazoline receptor agonists,1431388,152965
5478687,J07AC01,ATC,IN,anthrax antigen,1429942,265171
5487214,0053-7670,MTHSPL,DP,Albumin Human 2.5 g in 50 mL INTRAVENOUS SOLUTION [Albuminar-5],213520,1741763
5487215,0053-7680,MTHSPL,DP,Albumin Human 25 g in 100 mL INTRAVENOUS SOLUTION [Albuminar-25],213989,1741759
5493078,85959,GS,BD,Glucerna Mini Snacks Nutrition Bar (Oatmeal Raisin),1437680,1742877
5493369,130747,MMX,CD,Methohexital Sodium 200 MG Injection Powder for Solution,1244233,1741140
5496615,55154-5712,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 40 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114880,1743941
5496616,55154-5708,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 80 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114888,1743953
5525393,007501,NDDF,IN,chromic chloride hexahydrate,21009,1740011
5527650,52125-744,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION",283504,1740467
5527794,0363-0426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Tioconazole 1],1233674,1597827
5530068,41190-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [ShopRite Tioconazole 1],198380,1597827
5531611,8253,MMSL,BD,"OcuCoat, 2% intraocular solution",284186,727866
5912646,0009-0018,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 1 g in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743729
5912649,0009-0018,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 1 g in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743729
5912652,0009-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207193,1743707
5912654,0009-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207193,1743707
5912655,0009-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207193,1743707
5912657,0009-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207193,1743707
5912666,0009-0003,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 500 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743722
5912669,0009-0003,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 500 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743722
5913455,036369,NDDF,CDA,ALBUMIN HUMAN 20 % INTRAVEN VIAL (ML),245161,1741293
5913456,036369,NDDF,CDC,ALBUMIN HUMAN 20 % INTRAVEN VIAL (ML),245161,1741293
5913457,006331,NDDF,CDA,ALBUMIN HUMAN 25 % INTRAVEN VIAL (ML),238643,1741378
5913458,006331,NDDF,CDC,ALBUMIN HUMAN 25 % INTRAVEN VIAL (ML),238643,1741378
5913459,006332,NDDF,CDA,ALBUMIN HUMAN 5 % INTRAVEN VIAL (ML),238644,1741405
5913460,006332,NDDF,CDC,ALBUMIN HUMAN 5 % INTRAVEN VIAL (ML),238644,1741405
5913464,036369,NDDF,CDD,ALBUMIN HUMAN@20 %@INTRAVEN@VIAL (ML),245161,1741293
5913465,006331,NDDF,CDD,ALBUMIN HUMAN@25 %@INTRAVEN@VIAL (ML),238643,1741378
5913466,006332,NDDF,CDD,ALBUMIN HUMAN@5 %@INTRAVEN@VIAL (ML),238644,1741405
5917459,004981,NDDF,CDA,DOPAMINE HCL 160 mg/mL INTRAVEN SYRINGE (ML),1114874,1743867
5917460,004981,NDDF,CDC,DOPAMINE HCL 160 mg/mL INTRAVEN SYRINGE (ML),1114874,1743867
5917461,064569,NDDF,CDA,DOPAMINE HCL 200 mg/5 mL (40 mg/mL) INTRAVEN VIAL (ML),1114880,1743941
5917462,064569,NDDF,CDC,DOPAMINE HCL 200 mg/5 mL (40 mg/mL) INTRAVEN VIAL (ML),1114880,1743941
